id,Rings
90615,8.529266660856019
90616,9.989838717550127
90617,10.278651164722712
90618,10.912711206964332
90619,7.745971679197401
90620,9.627584824492565
90621,12.86219232545054
90622,6.21897135421811
90623,7.786839172125816
90624,11.460961265249416
90625,12.212061063938556
90626,6.473456659373407
90627,10.439914600129917
90628,12.81175576179323
90629,7.555033809812348
90630,7.78087639697526
90631,13.387323223056349
90632,5.941315813304005
90633,11.625623986464463
90634,10.519157193634866
90635,6.192300293204516
90636,7.550704641607309
90637,10.466216263708121
90638,8.675121175578951
90639,9.704454065651069
90640,11.091525863295216
90641,8.425109073389445
90642,10.370150343352808
90643,5.597677502159611
90644,11.13205031472942
90645,8.863598625349663
90646,9.01382899472366
90647,11.008875429341067
90648,13.118700118461323
90649,12.529244094311336
90650,10.705278493752004
90651,9.433279217593787
90652,9.159083192608021
90653,14.134108164704255
90654,6.555178949999082
90655,8.015727571727425
90656,9.918419429446255
90657,8.268067914539621
90658,6.874340194883013
90659,9.744238587590543
90660,7.267058349383312
90661,7.9165534134968
90662,7.162768727663705
90663,10.489078673953793
90664,7.9686257030628465
90665,12.502035515491484
90666,9.295232194381049
90667,5.9233717443495655
90668,9.525955985722112
90669,9.367251958101795
90670,9.552388833003278
90671,10.607172893802804
90672,9.062416611780627
90673,14.023643566435336
90674,7.694931394168032
90675,5.716767278766945
90676,11.311444672380958
90677,10.2944058515813
90678,5.272833848340097
90679,8.870550154567955
90680,10.169041046074799
90681,10.465341246514873
90682,14.554193109512003
90683,9.227568470855408
90684,12.2800024382197
90685,10.205820236179399
90686,7.017531644224504
90687,10.95694751437563
90688,9.363791464323254
90689,11.301623667296676
90690,19.83690529605159
90691,8.314098087339298
90692,10.99126754722046
90693,11.647507584722279
90694,9.799180237732088
90695,9.116116037742948
90696,9.941244561602185
90697,6.842334076028814
90698,10.063648770095888
90699,5.645268125249802
90700,10.65903766021614
90701,11.04905856770009
90702,10.441641271167608
90703,12.704214251654578
90704,5.611433488159756
90705,12.678190609897602
90706,11.39208161699121
90707,6.123696699109992
90708,8.690862598384482
90709,10.168278908470326
90710,10.385126225074046
90711,8.933592613175637
90712,8.973857925258363
90713,15.063470231724473
90714,7.057888675452673
90715,8.257202145781939
90716,6.231630420790421
90717,10.043828783634098
90718,4.852727845284344
90719,6.027030250355024
90720,10.801459535862165
90721,9.024975376462814
90722,8.99820544645731
90723,8.070321341964064
90724,10.013063624282633
90725,6.894946169484999
90726,7.856332326669163
90727,8.769890912834526
90728,10.38430424118944
90729,10.754504412854516
90730,11.143946986248515
90731,6.069403299782515
90732,7.936814608236774
90733,11.692998378712018
90734,8.802621013722437
90735,7.689125305425286
90736,7.68613865179112
90737,5.989204973771109
90738,6.670762799380443
90739,14.724502357065884
90740,11.203223134982888
90741,5.542242482970931
90742,9.242194362881731
90743,13.073919981853185
90744,6.899705038167426
90745,8.25162054848906
90746,8.2157930841284
90747,4.444673137643605
90748,13.641050039382767
90749,9.108073613972188
90750,4.475956884839378
90751,7.056646304449826
90752,8.57717028306105
90753,7.8884346087744
90754,8.322129868635963
90755,8.986212641859288
90756,8.859519364436748
90757,11.904069570760715
90758,8.781239918204832
90759,7.612951169455563
90760,7.991228502789561
90761,10.27137759947664
90762,9.674702800739237
90763,7.323849059766084
90764,13.736218858783065
90765,12.673796660116999
90766,6.921347679288319
90767,15.253560515771767
90768,13.835912643466237
90769,6.395483072409911
90770,10.885279561110176
90771,10.483433225767074
90772,5.965335696387647
90773,8.013521794374306
90774,7.577626585948486
90775,9.905341922687732
90776,7.5499623393946305
90777,10.69547100170301
90778,10.72196111135249
90779,10.215289607890941
90780,11.292417899074232
90781,8.964085329635811
90782,7.604209545683679
90783,11.920543824595402
90784,7.115742340329614
90785,8.277147227290548
90786,6.209008689594613
90787,9.175357914840117
90788,4.450218399615313
90789,10.909564862039455
90790,9.252391349674138
90791,6.664119681683969
90792,6.692141120518793
90793,6.421587303164462
90794,5.949865544714163
90795,11.506404486628682
90796,11.041338882168416
90797,10.970654416538904
90798,11.306775547877047
90799,7.964077992660742
90800,15.837059812487718
90801,10.78966229157363
90802,7.1429620669096
90803,11.371630517496644
90804,17.84342249060619
90805,9.652924013831601
90806,8.989776334748004
90807,9.871047972580008
90808,10.141330090737258
90809,10.837967333398007
90810,9.785349843133533
90811,9.569401641266097
90812,6.055040768214262
90813,10.37280425739724
90814,7.28951032233957
90815,7.142751406096288
90816,5.880893106940858
90817,10.845258973093346
90818,9.40554492924562
90819,7.032907895073969
90820,6.918710379114932
90821,9.816873149515361
90822,6.957945521008888
90823,5.675217286117235
90824,12.463382487241663
90825,8.237385193612427
90826,5.564463001199101
90827,4.699660779412156
90828,10.92713500312028
90829,11.624404879554074
90830,9.905799286746399
90831,8.588223718805473
90832,8.98580973322235
90833,12.84961696486875
90834,10.588931604731071
90835,9.758296723398065
90836,8.646707311768843
90837,5.5041204745474825
90838,12.581581218427667
90839,8.25799956262168
90840,9.376811330963971
90841,10.588925541510498
90842,11.615184110274486
90843,11.886269738747842
90844,12.895568260018466
90845,10.433595800395128
90846,11.091491901264835
90847,6.835742508245218
90848,10.951261844581884
90849,9.529161701223469
90850,8.819085542293244
90851,14.62368506369787
90852,6.315689036558698
90853,11.626317489294436
90854,12.606517406319043
90855,7.36781694560977
90856,8.657643550550905
90857,10.488064569943305
90858,13.117669925676148
90859,11.273853042750147
90860,12.052946852507908
90861,9.988227621271488
90862,12.023601083536015
90863,8.88292122874331
90864,8.804524787616922
90865,13.700189421963849
90866,13.86988445734479
90867,12.176479738265751
90868,12.201033468788067
90869,8.38156108004326
90870,12.132730731761892
90871,10.707643284023597
90872,14.10881046456739
90873,7.752879664751159
90874,13.563688623069792
90875,8.654903923487751
90876,11.015352063218067
90877,8.862596719757544
90878,7.851637642296165
90879,9.681560235545978
90880,8.280458954733716
90881,13.136230959073988
90882,10.855032304897797
